hazard_mode,epsilon,reliability,start_action_gap,exact_choice
lethal,0.1,0.8245,-0.467513356146,shelter
lethal,0.1,0.826,-0.467264895413,shelter
lethal,0.1,0.8275,-0.46701209073,shelter
lethal,0.1,0.829,-0.466754959027,shelter
lethal,0.1,0.8305,-0.466493517172,shelter
lethal,0.1,0.832,-0.46622778187,shelter
lethal,0.1,0.8335,-0.465957769711,shelter
lethal,0.1,0.835,-0.46568349709,shelter
lethal,0.1,0.8365,-0.465404980336,shelter
lethal,0.1,0.838,-0.465122235642,shelter
lethal,0.1,0.8395,-0.464835279005,shelter
lethal,0.1,0.841,-0.464544126363,shelter
lethal,0.1,0.8425,-0.4642487935,shelter
lethal,0.1,0.844,-0.463949296092,shelter
lethal,0.1,0.8455,-0.463645649626,shelter
lethal,0.1,0.847,-0.46333786953,shelter
lethal,0.1,0.8485,-0.463025971104,shelter
lethal,0.1,0.85,-0.462709969458,shelter
lethal,0.1,0.8515,-0.462389879649,shelter
lethal,0.1,0.853,-0.462065716588,shelter
lethal,0.1,0.8545,-0.461737495083,shelter
lethal,0.1,0.856,-0.461405229762,shelter
lethal,0.1,0.8575,-0.461068935199,shelter
lethal,0.1,0.859,-0.460728625824,shelter
lethal,0.1,0.8605,-0.460384315971,shelter
lethal,0.1,0.862,-0.4600360198,shelter
lethal,0.1,0.8635,-0.459683751413,shelter
lethal,0.1,0.865,-0.4593275248,shelter
lethal,0.1,0.8665,-0.458967353771,shelter
lethal,0.1,0.868,-0.45860325209,shelter
lethal,0.1,0.8695,-0.458235233388,shelter
lethal,0.1,0.871,-0.457863311203,shelter
lethal,0.1,0.8725,-0.457487498899,shelter
lethal,0.1,0.874,-0.457107809799,shelter
lethal,0.1,0.8755,-0.456724257092,shelter
lethal,0.1,0.877,-0.45633685388,shelter
lethal,0.1,0.8785,-0.455945613097,shelter
lethal,0.1,0.88,-0.455550547635,shelter
lethal,0.1,0.8815,-0.455151670257,shelter
lethal,0.1,0.883,-0.454748993623,shelter
lethal,0.1,0.8845,-0.454342530305,shelter
lethal,0.1,0.886,-0.453932292723,shelter
lethal,0.1,0.8875,-0.453518293245,shelter
lethal,0.1,0.889,-0.453100544122,shelter
lethal,0.1,0.8905,-0.45267905752,shelter
lethal,0.1,0.892,-0.452253845454,shelter
lethal,0.1,0.8935,-0.451824919894,shelter
lethal,0.1,0.895,-0.451392292694,shelter
lethal,0.1,0.8965,-0.450955975624,shelter
lethal,0.1,0.898,-0.450515980311,shelter
lethal,0.1,0.8995,-0.450072318336,shelter
lethal,0.1,0.901,-0.449625001168,shelter
lethal,0.1,0.9025,-0.449174040196,shelter
lethal,0.1,0.904,-0.448719446668,shelter
lethal,0.1,0.9055,-0.448261231791,shelter
lethal,0.1,0.907,-0.447799406659,shelter
lethal,0.1,0.9085,-0.447333982278,shelter
lethal,0.1,0.91,-0.446864969573,shelter
lethal,0.1,0.9115,-0.446392379342,shelter
lethal,0.1,0.913,-0.445916222334,shelter
lethal,0.1,0.9145,-0.445436509196,shelter
lethal,0.1,0.916,-0.444953250498,shelter
lethal,0.1,0.9175,-0.444466456684,shelter
lethal,0.1,0.919,-0.443976138155,shelter
lethal,0.1,0.9205,-0.443482305209,shelter
lethal,0.1,0.922,-0.442984968061,shelter
lethal,0.1,0.9235,-0.44248413685,shelter
lethal,0.1,0.925,-0.4419798216,shelter
lethal,0.1,0.9265,-0.441472032286,shelter
lethal,0.1,0.928,-0.440960778788,shelter
lethal,0.1,0.9295,-0.440446070917,shelter
lethal,0.1,0.931,-0.439927918365,shelter
lethal,0.1,0.9325,-0.439406330782,shelter
lethal,0.1,0.934,-0.438881317727,shelter
lethal,0.1,0.9355,-0.438352888676,shelter
lethal,0.1,0.937,-0.437821053039,shelter
lethal,0.1,0.9385,-0.437285820115,shelter
lethal,0.1,0.94,-0.436747199161,shelter
lethal,0.1,0.9415,-0.436205199344,shelter
lethal,0.1,0.943,-0.435659829765,shelter
lethal,0.1,0.9445,-0.435111099416,shelter
lethal,0.1,0.946,-0.43455901725,shelter
lethal,0.1,0.9475,-0.434003592134,shelter
lethal,0.1,0.949,-0.433444832861,shelter
lethal,0.1,0.9505,-0.432882748157,shelter
lethal,0.1,0.952,-0.43231734665,shelter
lethal,0.1,0.9535,-0.431748636925,shelter
lethal,0.1,0.955,-0.431176627485,shelter
lethal,0.1,0.9565,-0.430601326761,shelter
lethal,0.1,0.958,-0.430022743125,shelter
lethal,0.1,0.9595,-0.429440884848,shelter
lethal,0.1,0.961,-0.428855760164,shelter
lethal,0.1,0.9625,-0.428267377226,shelter
lethal,0.1,0.964,-0.427675744121,shelter
lethal,0.1,0.9655,-0.427080868872,shelter
lethal,0.1,0.967,-0.426482759416,shelter
lethal,0.1,0.9685,-0.425881423644,shelter
lethal,0.1,0.97,-0.425276869375,shelter
lethal,0.1,0.9715,-0.424669104361,shelter
lethal,0.1,0.973,-0.424058136298,shelter
lethal,0.1,0.9745,-0.423443972792,shelter
lethal,0.1,0.976,-0.42282662141,shelter
lethal,0.1,0.9775,-0.422200443748,shelter
lethal,0.1,0.979,-0.421559709186,shelter
lethal,0.1,0.9805,-0.420915609217,shelter
lethal,0.1,0.982,-0.420268149849,shelter
lethal,0.1,0.9835,-0.419617337067,shelter
lethal,0.1,0.985,-0.418963176777,shelter
lethal,0.1,0.9865,-0.418305674816,shelter
lethal,0.1,0.988,-0.417644836972,shelter
lethal,0.1,0.9895,-0.416980668926,shelter
lethal,0.1,0.991,-0.416313176337,shelter
lethal,0.1,0.9925,-0.415642364788,shelter
lethal,0.1,0.994,-0.414968239796,shelter
lethal,0.1,0.9955,-0.414290806828,shelter
lethal,0.1,0.997,-0.413610071249,shelter
lethal,0.1,0.9985,-0.412926038406,shelter
lethal,0.1,1,-0.412238713567,shelter
