trial_id,seed,agent,hazard_mode,reliability,progress,target_global_step,observed_global_step,step_lag,choice,greedy_action,corridor_selected
recoverable_risky_corridor-expected_sarsa-s16-da2b6d3f3ff0,16,expected_sarsa,recoverable,0.79,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s16-da2b6d3f3ff0,16,expected_sarsa,recoverable,0.79,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s16-da2b6d3f3ff0,16,expected_sarsa,recoverable,0.79,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s16-eee5643677aa,16,expected_sarsa,recoverable,0.81,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s16-eee5643677aa,16,expected_sarsa,recoverable,0.81,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s16-eee5643677aa,16,expected_sarsa,recoverable,0.81,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s16-eee5643677aa,16,expected_sarsa,recoverable,0.81,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s16-f5ee302bfd3d,16,expected_sarsa,recoverable,1,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s16-f5ee302bfd3d,16,expected_sarsa,recoverable,1,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s16-f5ee302bfd3d,16,expected_sarsa,recoverable,1,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s16-f5ee302bfd3d,16,expected_sarsa,recoverable,1,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s16-f88c612f4703,16,expected_sarsa,recoverable,0.6,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s16-f88c612f4703,16,expected_sarsa,recoverable,0.6,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s16-f88c612f4703,16,expected_sarsa,recoverable,0.6,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s16-f88c612f4703,16,expected_sarsa,recoverable,0.6,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-0080841fde21,17,expected_sarsa,recoverable,0.8,0.25,25000,25000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-0080841fde21,17,expected_sarsa,recoverable,0.8,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-0080841fde21,17,expected_sarsa,recoverable,0.8,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-0080841fde21,17,expected_sarsa,recoverable,0.8,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-03df2fdb76ca,17,expected_sarsa,recoverable,0.78,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-03df2fdb76ca,17,expected_sarsa,recoverable,0.78,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-03df2fdb76ca,17,expected_sarsa,recoverable,0.78,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-03df2fdb76ca,17,expected_sarsa,recoverable,0.78,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-1936937eea56,17,expected_sarsa,recoverable,0.85,0.25,25000,25000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-1936937eea56,17,expected_sarsa,recoverable,0.85,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-1936937eea56,17,expected_sarsa,recoverable,0.85,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-1936937eea56,17,expected_sarsa,recoverable,0.85,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-459622a5c759,17,expected_sarsa,recoverable,0.84,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-459622a5c759,17,expected_sarsa,recoverable,0.84,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-459622a5c759,17,expected_sarsa,recoverable,0.84,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-459622a5c759,17,expected_sarsa,recoverable,0.84,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-55f50686dabb,17,expected_sarsa,recoverable,0.88,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-55f50686dabb,17,expected_sarsa,recoverable,0.88,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-55f50686dabb,17,expected_sarsa,recoverable,0.88,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-55f50686dabb,17,expected_sarsa,recoverable,0.88,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-5be7124c1385,17,expected_sarsa,recoverable,0.825,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-5be7124c1385,17,expected_sarsa,recoverable,0.825,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-5be7124c1385,17,expected_sarsa,recoverable,0.825,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-5be7124c1385,17,expected_sarsa,recoverable,0.825,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-5ec01aad443e,17,expected_sarsa,recoverable,0.7,0.25,25000,25000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-5ec01aad443e,17,expected_sarsa,recoverable,0.7,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-5ec01aad443e,17,expected_sarsa,recoverable,0.7,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-5ec01aad443e,17,expected_sarsa,recoverable,0.7,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-6fcf03ee91b6,17,expected_sarsa,recoverable,1,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-6fcf03ee91b6,17,expected_sarsa,recoverable,1,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-6fcf03ee91b6,17,expected_sarsa,recoverable,1,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-6fcf03ee91b6,17,expected_sarsa,recoverable,1,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-800d5f9e5b11,17,expected_sarsa,recoverable,0.82,0.25,25000,25000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-800d5f9e5b11,17,expected_sarsa,recoverable,0.82,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-800d5f9e5b11,17,expected_sarsa,recoverable,0.82,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-800d5f9e5b11,17,expected_sarsa,recoverable,0.82,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-8cc2c62cd399,17,expected_sarsa,recoverable,0.6,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-8cc2c62cd399,17,expected_sarsa,recoverable,0.6,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-8cc2c62cd399,17,expected_sarsa,recoverable,0.6,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-8cc2c62cd399,17,expected_sarsa,recoverable,0.6,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-8f3d891a35d1,17,expected_sarsa,recoverable,0.9,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-8f3d891a35d1,17,expected_sarsa,recoverable,0.9,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-8f3d891a35d1,17,expected_sarsa,recoverable,0.9,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-8f3d891a35d1,17,expected_sarsa,recoverable,0.9,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-95f4480ae695,17,expected_sarsa,recoverable,0.81,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-95f4480ae695,17,expected_sarsa,recoverable,0.81,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-95f4480ae695,17,expected_sarsa,recoverable,0.81,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-95f4480ae695,17,expected_sarsa,recoverable,0.81,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-ab4bc99a897f,17,expected_sarsa,recoverable,0.79,0.25,25000,25000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-ab4bc99a897f,17,expected_sarsa,recoverable,0.79,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-ab4bc99a897f,17,expected_sarsa,recoverable,0.79,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-ab4bc99a897f,17,expected_sarsa,recoverable,0.79,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-c26090b8eb9d,17,expected_sarsa,recoverable,0.845,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-c26090b8eb9d,17,expected_sarsa,recoverable,0.845,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-c26090b8eb9d,17,expected_sarsa,recoverable,0.845,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-c26090b8eb9d,17,expected_sarsa,recoverable,0.845,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-d4b82d36fa13,17,expected_sarsa,recoverable,0.805,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-d4b82d36fa13,17,expected_sarsa,recoverable,0.805,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-d4b82d36fa13,17,expected_sarsa,recoverable,0.805,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-d4b82d36fa13,17,expected_sarsa,recoverable,0.805,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-e380447c31ae,17,expected_sarsa,recoverable,0.855,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-e380447c31ae,17,expected_sarsa,recoverable,0.855,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-e380447c31ae,17,expected_sarsa,recoverable,0.855,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-e380447c31ae,17,expected_sarsa,recoverable,0.855,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-e95f7858e986,17,expected_sarsa,recoverable,0.86,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-e95f7858e986,17,expected_sarsa,recoverable,0.86,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-e95f7858e986,17,expected_sarsa,recoverable,0.86,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-e95f7858e986,17,expected_sarsa,recoverable,0.86,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-f4562b87b85a,17,expected_sarsa,recoverable,0.835,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s17-f4562b87b85a,17,expected_sarsa,recoverable,0.835,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-f4562b87b85a,17,expected_sarsa,recoverable,0.835,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s17-f4562b87b85a,17,expected_sarsa,recoverable,0.835,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-0cdfd538a0b8,18,expected_sarsa,recoverable,0.78,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-0cdfd538a0b8,18,expected_sarsa,recoverable,0.78,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-0cdfd538a0b8,18,expected_sarsa,recoverable,0.78,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-0cdfd538a0b8,18,expected_sarsa,recoverable,0.78,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-0d220f0be54c,18,expected_sarsa,recoverable,0.6,0.25,25000,25000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-0d220f0be54c,18,expected_sarsa,recoverable,0.6,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-0d220f0be54c,18,expected_sarsa,recoverable,0.6,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-0d220f0be54c,18,expected_sarsa,recoverable,0.6,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-3701900a697d,18,expected_sarsa,recoverable,1,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-3701900a697d,18,expected_sarsa,recoverable,1,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-3701900a697d,18,expected_sarsa,recoverable,1,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-3701900a697d,18,expected_sarsa,recoverable,1,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-4e8a0f877576,18,expected_sarsa,recoverable,0.835,0.25,25000,25000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-4e8a0f877576,18,expected_sarsa,recoverable,0.835,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-4e8a0f877576,18,expected_sarsa,recoverable,0.835,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-4e8a0f877576,18,expected_sarsa,recoverable,0.835,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-577b1beaa67c,18,expected_sarsa,recoverable,0.8,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-577b1beaa67c,18,expected_sarsa,recoverable,0.8,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-577b1beaa67c,18,expected_sarsa,recoverable,0.8,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-577b1beaa67c,18,expected_sarsa,recoverable,0.8,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-5da85ac6c645,18,expected_sarsa,recoverable,0.88,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-5da85ac6c645,18,expected_sarsa,recoverable,0.88,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-5da85ac6c645,18,expected_sarsa,recoverable,0.88,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-5da85ac6c645,18,expected_sarsa,recoverable,0.88,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-5f8c54570a3c,18,expected_sarsa,recoverable,0.85,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-5f8c54570a3c,18,expected_sarsa,recoverable,0.85,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-5f8c54570a3c,18,expected_sarsa,recoverable,0.85,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-5f8c54570a3c,18,expected_sarsa,recoverable,0.85,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-6afdf8017f8d,18,expected_sarsa,recoverable,0.9,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-6afdf8017f8d,18,expected_sarsa,recoverable,0.9,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-6afdf8017f8d,18,expected_sarsa,recoverable,0.9,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-6afdf8017f8d,18,expected_sarsa,recoverable,0.9,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-78f183c8725a,18,expected_sarsa,recoverable,0.79,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-78f183c8725a,18,expected_sarsa,recoverable,0.79,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-78f183c8725a,18,expected_sarsa,recoverable,0.79,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-78f183c8725a,18,expected_sarsa,recoverable,0.79,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-79f51cfad74c,18,expected_sarsa,recoverable,0.855,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-79f51cfad74c,18,expected_sarsa,recoverable,0.855,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-79f51cfad74c,18,expected_sarsa,recoverable,0.855,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-79f51cfad74c,18,expected_sarsa,recoverable,0.855,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-86d39888c09d,18,expected_sarsa,recoverable,0.805,0.25,25000,25000,0,other,3,0
recoverable_risky_corridor-expected_sarsa-s18-86d39888c09d,18,expected_sarsa,recoverable,0.805,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-86d39888c09d,18,expected_sarsa,recoverable,0.805,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-86d39888c09d,18,expected_sarsa,recoverable,0.805,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-8e0bff07a0d7,18,expected_sarsa,recoverable,0.81,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-8e0bff07a0d7,18,expected_sarsa,recoverable,0.81,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-8e0bff07a0d7,18,expected_sarsa,recoverable,0.81,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-8e0bff07a0d7,18,expected_sarsa,recoverable,0.81,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-a31c7183b54d,18,expected_sarsa,recoverable,0.845,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-a31c7183b54d,18,expected_sarsa,recoverable,0.845,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-a31c7183b54d,18,expected_sarsa,recoverable,0.845,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-a31c7183b54d,18,expected_sarsa,recoverable,0.845,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-b0fa59f99b38,18,expected_sarsa,recoverable,0.82,0.25,25000,25000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-b0fa59f99b38,18,expected_sarsa,recoverable,0.82,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-b0fa59f99b38,18,expected_sarsa,recoverable,0.82,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-b0fa59f99b38,18,expected_sarsa,recoverable,0.82,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-be63a6c0ece2,18,expected_sarsa,recoverable,0.7,0.25,25000,25000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-be63a6c0ece2,18,expected_sarsa,recoverable,0.7,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-be63a6c0ece2,18,expected_sarsa,recoverable,0.7,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-be63a6c0ece2,18,expected_sarsa,recoverable,0.7,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-dd1b959b804b,18,expected_sarsa,recoverable,0.86,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-dd1b959b804b,18,expected_sarsa,recoverable,0.86,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-dd1b959b804b,18,expected_sarsa,recoverable,0.86,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-dd1b959b804b,18,expected_sarsa,recoverable,0.86,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-e53f2d7e50b6,18,expected_sarsa,recoverable,0.84,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-e53f2d7e50b6,18,expected_sarsa,recoverable,0.84,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-e53f2d7e50b6,18,expected_sarsa,recoverable,0.84,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s18-e53f2d7e50b6,18,expected_sarsa,recoverable,0.84,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-ee50a5661c57,18,expected_sarsa,recoverable,0.825,0.25,25000,25000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-ee50a5661c57,18,expected_sarsa,recoverable,0.825,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-ee50a5661c57,18,expected_sarsa,recoverable,0.825,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s18-ee50a5661c57,18,expected_sarsa,recoverable,0.825,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s19-252c22ddbf5a,19,expected_sarsa,recoverable,0.845,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s19-252c22ddbf5a,19,expected_sarsa,recoverable,0.845,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s19-252c22ddbf5a,19,expected_sarsa,recoverable,0.845,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s19-252c22ddbf5a,19,expected_sarsa,recoverable,0.845,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s19-44896bc0d4b7,19,expected_sarsa,recoverable,0.84,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s19-44896bc0d4b7,19,expected_sarsa,recoverable,0.84,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s19-44896bc0d4b7,19,expected_sarsa,recoverable,0.84,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s19-44896bc0d4b7,19,expected_sarsa,recoverable,0.84,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s19-491b73f2a12f,19,expected_sarsa,recoverable,0.835,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s19-491b73f2a12f,19,expected_sarsa,recoverable,0.835,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s19-491b73f2a12f,19,expected_sarsa,recoverable,0.835,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s19-491b73f2a12f,19,expected_sarsa,recoverable,0.835,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s19-4d6746595bc2,19,expected_sarsa,recoverable,0.81,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s19-4d6746595bc2,19,expected_sarsa,recoverable,0.81,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s19-4d6746595bc2,19,expected_sarsa,recoverable,0.81,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s19-4d6746595bc2,19,expected_sarsa,recoverable,0.81,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s19-564db55b98b9,19,expected_sarsa,recoverable,1,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s19-564db55b98b9,19,expected_sarsa,recoverable,1,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s19-564db55b98b9,19,expected_sarsa,recoverable,1,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s19-564db55b98b9,19,expected_sarsa,recoverable,1,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s19-591fec718e9b,19,expected_sarsa,recoverable,0.79,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s19-591fec718e9b,19,expected_sarsa,recoverable,0.79,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s19-591fec718e9b,19,expected_sarsa,recoverable,0.79,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s19-591fec718e9b,19,expected_sarsa,recoverable,0.79,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s19-69183f7fc7b5,19,expected_sarsa,recoverable,0.9,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s19-69183f7fc7b5,19,expected_sarsa,recoverable,0.9,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s19-69183f7fc7b5,19,expected_sarsa,recoverable,0.9,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s19-69183f7fc7b5,19,expected_sarsa,recoverable,0.9,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s19-6fd0ce1ffe8f,19,expected_sarsa,recoverable,0.805,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s19-6fd0ce1ffe8f,19,expected_sarsa,recoverable,0.805,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s19-6fd0ce1ffe8f,19,expected_sarsa,recoverable,0.805,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s19-6fd0ce1ffe8f,19,expected_sarsa,recoverable,0.805,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s19-7c9aca6b58ef,19,expected_sarsa,recoverable,0.88,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s19-7c9aca6b58ef,19,expected_sarsa,recoverable,0.88,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s19-7c9aca6b58ef,19,expected_sarsa,recoverable,0.88,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s19-7c9aca6b58ef,19,expected_sarsa,recoverable,0.88,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-expected_sarsa-s19-843d5b1b4c1a,19,expected_sarsa,recoverable,0.825,0.25,25000,25000,0,shelter,2,0
recoverable_risky_corridor-expected_sarsa-s19-843d5b1b4c1a,19,expected_sarsa,recoverable,0.825,0.5,50000,50000,0,shelter,2,0
