trial_id,seed,agent,hazard_mode,reliability,progress,target_global_step,observed_global_step,step_lag,choice,greedy_action,corridor_selected
recoverable_risky_corridor-q_learning-s6-35a29983bfa0,6,q_learning,recoverable,0.84,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-35a29983bfa0,6,q_learning,recoverable,0.84,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-35a29983bfa0,6,q_learning,recoverable,0.84,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-459467980471,6,q_learning,recoverable,0.81,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-459467980471,6,q_learning,recoverable,0.81,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s6-459467980471,6,q_learning,recoverable,0.81,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s6-459467980471,6,q_learning,recoverable,0.81,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s6-5bbf36697090,6,q_learning,recoverable,0.86,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-5bbf36697090,6,q_learning,recoverable,0.86,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-5bbf36697090,6,q_learning,recoverable,0.86,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-5bbf36697090,6,q_learning,recoverable,0.86,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-5fac96ee6764,6,q_learning,recoverable,0.88,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-5fac96ee6764,6,q_learning,recoverable,0.88,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-5fac96ee6764,6,q_learning,recoverable,0.88,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-5fac96ee6764,6,q_learning,recoverable,0.88,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-671d96f55421,6,q_learning,recoverable,0.855,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-671d96f55421,6,q_learning,recoverable,0.855,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-671d96f55421,6,q_learning,recoverable,0.855,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-671d96f55421,6,q_learning,recoverable,0.855,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-87301f55cfa8,6,q_learning,recoverable,0.9,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-87301f55cfa8,6,q_learning,recoverable,0.9,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-87301f55cfa8,6,q_learning,recoverable,0.9,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-87301f55cfa8,6,q_learning,recoverable,0.9,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-8db1605b2861,6,q_learning,recoverable,0.79,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-8db1605b2861,6,q_learning,recoverable,0.79,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s6-8db1605b2861,6,q_learning,recoverable,0.79,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s6-8db1605b2861,6,q_learning,recoverable,0.79,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s6-9beada0a171a,6,q_learning,recoverable,0.845,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-9beada0a171a,6,q_learning,recoverable,0.845,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-9beada0a171a,6,q_learning,recoverable,0.845,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-9beada0a171a,6,q_learning,recoverable,0.845,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-a6748a8619dd,6,q_learning,recoverable,1,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-a6748a8619dd,6,q_learning,recoverable,1,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-a6748a8619dd,6,q_learning,recoverable,1,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-a6748a8619dd,6,q_learning,recoverable,1,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-a95d5de650dd,6,q_learning,recoverable,0.82,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-a95d5de650dd,6,q_learning,recoverable,0.82,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-a95d5de650dd,6,q_learning,recoverable,0.82,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s6-a95d5de650dd,6,q_learning,recoverable,0.82,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s6-d68f904be2b7,6,q_learning,recoverable,0.835,0.25,25000,25000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s6-d68f904be2b7,6,q_learning,recoverable,0.835,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-d68f904be2b7,6,q_learning,recoverable,0.835,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s6-d68f904be2b7,6,q_learning,recoverable,0.835,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s6-f2efa7897bfc,6,q_learning,recoverable,0.7,0.25,25000,25000,0,other,0,0
recoverable_risky_corridor-q_learning-s6-f2efa7897bfc,6,q_learning,recoverable,0.7,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s6-f2efa7897bfc,6,q_learning,recoverable,0.7,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s6-f2efa7897bfc,6,q_learning,recoverable,0.7,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s6-fa1a756a6425,6,q_learning,recoverable,0.78,0.25,25000,25000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s6-fa1a756a6425,6,q_learning,recoverable,0.78,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s6-fa1a756a6425,6,q_learning,recoverable,0.78,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s6-fa1a756a6425,6,q_learning,recoverable,0.78,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-0440c544d1ba,7,q_learning,recoverable,0.81,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-0440c544d1ba,7,q_learning,recoverable,0.81,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-0440c544d1ba,7,q_learning,recoverable,0.81,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-0440c544d1ba,7,q_learning,recoverable,0.81,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-1710ceac9dce,7,q_learning,recoverable,1,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-1710ceac9dce,7,q_learning,recoverable,1,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-1710ceac9dce,7,q_learning,recoverable,1,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-1710ceac9dce,7,q_learning,recoverable,1,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-1ca93947b067,7,q_learning,recoverable,0.805,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-1ca93947b067,7,q_learning,recoverable,0.805,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-1ca93947b067,7,q_learning,recoverable,0.805,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-1ca93947b067,7,q_learning,recoverable,0.805,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-2a97f968783c,7,q_learning,recoverable,0.7,0.25,25000,25000,0,other,0,0
recoverable_risky_corridor-q_learning-s7-2a97f968783c,7,q_learning,recoverable,0.7,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-2a97f968783c,7,q_learning,recoverable,0.7,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-2a97f968783c,7,q_learning,recoverable,0.7,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-3806c86b9517,7,q_learning,recoverable,0.88,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-3806c86b9517,7,q_learning,recoverable,0.88,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-3806c86b9517,7,q_learning,recoverable,0.88,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-3806c86b9517,7,q_learning,recoverable,0.88,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-3ce263339e31,7,q_learning,recoverable,0.835,0.25,25000,25000,0,other,3,0
recoverable_risky_corridor-q_learning-s7-3ce263339e31,7,q_learning,recoverable,0.835,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-3ce263339e31,7,q_learning,recoverable,0.835,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-3ce263339e31,7,q_learning,recoverable,0.835,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-422a09a17cb5,7,q_learning,recoverable,0.845,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-422a09a17cb5,7,q_learning,recoverable,0.845,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-422a09a17cb5,7,q_learning,recoverable,0.845,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-422a09a17cb5,7,q_learning,recoverable,0.845,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-6b2fd12d4a06,7,q_learning,recoverable,0.79,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-6b2fd12d4a06,7,q_learning,recoverable,0.79,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-6b2fd12d4a06,7,q_learning,recoverable,0.79,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-6b2fd12d4a06,7,q_learning,recoverable,0.79,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-75ef41cb3883,7,q_learning,recoverable,0.82,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-75ef41cb3883,7,q_learning,recoverable,0.82,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-75ef41cb3883,7,q_learning,recoverable,0.82,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-75ef41cb3883,7,q_learning,recoverable,0.82,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-7923c97c8619,7,q_learning,recoverable,0.85,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-7923c97c8619,7,q_learning,recoverable,0.85,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-7923c97c8619,7,q_learning,recoverable,0.85,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-7923c97c8619,7,q_learning,recoverable,0.85,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-9afc0c3cd7b7,7,q_learning,recoverable,0.86,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-9afc0c3cd7b7,7,q_learning,recoverable,0.86,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-9afc0c3cd7b7,7,q_learning,recoverable,0.86,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-9afc0c3cd7b7,7,q_learning,recoverable,0.86,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-9fc1363000ec,7,q_learning,recoverable,0.9,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-9fc1363000ec,7,q_learning,recoverable,0.9,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-9fc1363000ec,7,q_learning,recoverable,0.9,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-9fc1363000ec,7,q_learning,recoverable,0.9,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-a1d442ca502e,7,q_learning,recoverable,0.6,0.25,25000,25000,0,other,3,0
recoverable_risky_corridor-q_learning-s7-a1d442ca502e,7,q_learning,recoverable,0.6,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-a1d442ca502e,7,q_learning,recoverable,0.6,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-a1d442ca502e,7,q_learning,recoverable,0.6,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-b67303e3eb6a,7,q_learning,recoverable,0.8,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-b67303e3eb6a,7,q_learning,recoverable,0.8,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-b67303e3eb6a,7,q_learning,recoverable,0.8,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-b67303e3eb6a,7,q_learning,recoverable,0.8,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-c5d4a73101c3,7,q_learning,recoverable,0.825,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-c5d4a73101c3,7,q_learning,recoverable,0.825,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-c5d4a73101c3,7,q_learning,recoverable,0.825,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-c5d4a73101c3,7,q_learning,recoverable,0.825,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-da3007763608,7,q_learning,recoverable,0.78,0.25,25000,25000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-da3007763608,7,q_learning,recoverable,0.78,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-da3007763608,7,q_learning,recoverable,0.78,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-da3007763608,7,q_learning,recoverable,0.78,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s7-ed6ebe91a7fe,7,q_learning,recoverable,0.84,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-ed6ebe91a7fe,7,q_learning,recoverable,0.84,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-ed6ebe91a7fe,7,q_learning,recoverable,0.84,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-ed6ebe91a7fe,7,q_learning,recoverable,0.84,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-ee4e14ed7993,7,q_learning,recoverable,0.855,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-ee4e14ed7993,7,q_learning,recoverable,0.855,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-ee4e14ed7993,7,q_learning,recoverable,0.855,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s7-ee4e14ed7993,7,q_learning,recoverable,0.855,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-1a8f40c67de2,8,q_learning,recoverable,0.88,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-1a8f40c67de2,8,q_learning,recoverable,0.88,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-1a8f40c67de2,8,q_learning,recoverable,0.88,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-1a8f40c67de2,8,q_learning,recoverable,0.88,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-3742b15a8a9c,8,q_learning,recoverable,0.9,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-3742b15a8a9c,8,q_learning,recoverable,0.9,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-3742b15a8a9c,8,q_learning,recoverable,0.9,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-3742b15a8a9c,8,q_learning,recoverable,0.9,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-4a831cc7aa13,8,q_learning,recoverable,0.84,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-4a831cc7aa13,8,q_learning,recoverable,0.84,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-4a831cc7aa13,8,q_learning,recoverable,0.84,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-4a831cc7aa13,8,q_learning,recoverable,0.84,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-4f856ac40a24,8,q_learning,recoverable,0.805,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-4f856ac40a24,8,q_learning,recoverable,0.805,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-4f856ac40a24,8,q_learning,recoverable,0.805,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-4f856ac40a24,8,q_learning,recoverable,0.805,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-555b4a1f688f,8,q_learning,recoverable,0.8,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-555b4a1f688f,8,q_learning,recoverable,0.8,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-555b4a1f688f,8,q_learning,recoverable,0.8,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-555b4a1f688f,8,q_learning,recoverable,0.8,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-64b6f9be83cf,8,q_learning,recoverable,0.845,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-64b6f9be83cf,8,q_learning,recoverable,0.845,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-64b6f9be83cf,8,q_learning,recoverable,0.845,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-64b6f9be83cf,8,q_learning,recoverable,0.845,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-6a732851dd23,8,q_learning,recoverable,0.855,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-6a732851dd23,8,q_learning,recoverable,0.855,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-6a732851dd23,8,q_learning,recoverable,0.855,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-6a732851dd23,8,q_learning,recoverable,0.855,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-77c3869a8103,8,q_learning,recoverable,0.7,0.25,25000,25000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-77c3869a8103,8,q_learning,recoverable,0.7,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-77c3869a8103,8,q_learning,recoverable,0.7,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-77c3869a8103,8,q_learning,recoverable,0.7,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-7a27351d76c3,8,q_learning,recoverable,0.82,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-7a27351d76c3,8,q_learning,recoverable,0.82,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-7a27351d76c3,8,q_learning,recoverable,0.82,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-7a27351d76c3,8,q_learning,recoverable,0.82,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-7cb0ed840d4c,8,q_learning,recoverable,0.86,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-7cb0ed840d4c,8,q_learning,recoverable,0.86,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-7cb0ed840d4c,8,q_learning,recoverable,0.86,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-7cb0ed840d4c,8,q_learning,recoverable,0.86,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-8177d048cc48,8,q_learning,recoverable,0.81,0.25,25000,25000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-8177d048cc48,8,q_learning,recoverable,0.81,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-8177d048cc48,8,q_learning,recoverable,0.81,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-8177d048cc48,8,q_learning,recoverable,0.81,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-a88936661689,8,q_learning,recoverable,0.85,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-a88936661689,8,q_learning,recoverable,0.85,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-a88936661689,8,q_learning,recoverable,0.85,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-a88936661689,8,q_learning,recoverable,0.85,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-bddf010705f4,8,q_learning,recoverable,0.835,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-bddf010705f4,8,q_learning,recoverable,0.835,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-bddf010705f4,8,q_learning,recoverable,0.835,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-bddf010705f4,8,q_learning,recoverable,0.835,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-bee205b986c8,8,q_learning,recoverable,0.79,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-bee205b986c8,8,q_learning,recoverable,0.79,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-bee205b986c8,8,q_learning,recoverable,0.79,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-bee205b986c8,8,q_learning,recoverable,0.79,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-dd220c65cb8b,8,q_learning,recoverable,0.78,0.25,25000,25000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-dd220c65cb8b,8,q_learning,recoverable,0.78,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-dd220c65cb8b,8,q_learning,recoverable,0.78,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-dd220c65cb8b,8,q_learning,recoverable,0.78,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-e50e07512a0a,8,q_learning,recoverable,0.6,0.25,25000,25000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-e50e07512a0a,8,q_learning,recoverable,0.6,0.5,50000,50000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-e50e07512a0a,8,q_learning,recoverable,0.6,0.75,75000,75000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-e50e07512a0a,8,q_learning,recoverable,0.6,1,100000,100000,0,shelter,2,0
recoverable_risky_corridor-q_learning-s8-eb25dfa0ceee,8,q_learning,recoverable,1,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-eb25dfa0ceee,8,q_learning,recoverable,1,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-eb25dfa0ceee,8,q_learning,recoverable,1,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-eb25dfa0ceee,8,q_learning,recoverable,1,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-ef29bce68f89,8,q_learning,recoverable,0.825,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-ef29bce68f89,8,q_learning,recoverable,0.825,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-ef29bce68f89,8,q_learning,recoverable,0.825,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s8-ef29bce68f89,8,q_learning,recoverable,0.825,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-17c8037551a6,9,q_learning,recoverable,0.82,0.25,25000,25000,0,other,3,0
recoverable_risky_corridor-q_learning-s9-17c8037551a6,9,q_learning,recoverable,0.82,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-17c8037551a6,9,q_learning,recoverable,0.82,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-17c8037551a6,9,q_learning,recoverable,0.82,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-2ec03a1647af,9,q_learning,recoverable,0.88,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-2ec03a1647af,9,q_learning,recoverable,0.88,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-2ec03a1647af,9,q_learning,recoverable,0.88,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-2ec03a1647af,9,q_learning,recoverable,0.88,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-308bf9ccc008,9,q_learning,recoverable,0.86,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-308bf9ccc008,9,q_learning,recoverable,0.86,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-308bf9ccc008,9,q_learning,recoverable,0.86,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-308bf9ccc008,9,q_learning,recoverable,0.86,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-30cde9efe6fa,9,q_learning,recoverable,0.855,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-30cde9efe6fa,9,q_learning,recoverable,0.855,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-30cde9efe6fa,9,q_learning,recoverable,0.855,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-30cde9efe6fa,9,q_learning,recoverable,0.855,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-328e53b7aa21,9,q_learning,recoverable,0.84,0.25,25000,25000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-328e53b7aa21,9,q_learning,recoverable,0.84,0.5,50000,50000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-328e53b7aa21,9,q_learning,recoverable,0.84,0.75,75000,75000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-328e53b7aa21,9,q_learning,recoverable,0.84,1,100000,100000,0,corridor,1,1
recoverable_risky_corridor-q_learning-s9-4295a204b935,9,q_learning,recoverable,0.85,0.25,25000,25000,0,corridor,1,1
