trial_id,agent,seed,hazard_mode,reliability,evaluation_policy_mode,episode_return,success,failure,truncation,truncated_episodes,evaluation_episodes,total_episode_steps,hazard_penalty_steps,realized_corridor,penalty_steps_per_1000
lethal_risky_corridor-sarsa-s12-21ea3d0291c3,sarsa,12,lethal,0.991,behavior,7.148,1,0,0,0,25,355,0,0.04,0
lethal_risky_corridor-sarsa-s12-21ea3d0291c3,sarsa,12,lethal,0.991,greedy,7.2608,1,0,0,0,25,308,0,0,0
lethal_risky_corridor-sarsa-s12-41f4f5315f94,sarsa,12,lethal,0.986,behavior,7.1528,1,0,0,0,25,353,0,0.04,0
lethal_risky_corridor-sarsa-s12-41f4f5315f94,sarsa,12,lethal,0.986,greedy,7.2656,1,0,0,0,25,306,0,0,0
lethal_risky_corridor-sarsa-s12-863a9527f1a8,sarsa,12,lethal,0.9895,behavior,7.148,1,0,0,0,25,355,0,0.04,0
lethal_risky_corridor-sarsa-s12-863a9527f1a8,sarsa,12,lethal,0.9895,greedy,7.2608,1,0,0,0,25,308,0,0,0
lethal_risky_corridor-sarsa-s12-93feffac7c81,sarsa,12,lethal,0.998,behavior,7.1648,1,0,0,0,25,348,0,0.04,0
lethal_risky_corridor-sarsa-s12-93feffac7c81,sarsa,12,lethal,0.998,greedy,7.2752,1,0,0,0,25,302,0,0,0
lethal_risky_corridor-sarsa-s12-981f160ce364,sarsa,12,lethal,0.994,behavior,7.1552,1,0,0,0,25,352,0,0.04,0
lethal_risky_corridor-sarsa-s12-981f160ce364,sarsa,12,lethal,0.994,greedy,7.2704,1,0,0,0,25,304,0,0,0
lethal_risky_corridor-sarsa-s12-a24cb122b1fd,sarsa,12,lethal,0.992,behavior,7.148,1,0,0,0,25,355,0,0.04,0
lethal_risky_corridor-sarsa-s12-a24cb122b1fd,sarsa,12,lethal,0.992,greedy,7.2608,1,0,0,0,25,308,0,0,0
lethal_risky_corridor-sarsa-s12-a4459d3f86bb,sarsa,12,lethal,0.98,behavior,7.136,1,0,0,0,25,360,0,0.04,0
lethal_risky_corridor-sarsa-s12-a4459d3f86bb,sarsa,12,lethal,0.98,greedy,7.2512,1,0,0,0,25,312,0,0,0
lethal_risky_corridor-sarsa-s12-b5bf07783c06,sarsa,12,lethal,0.984,behavior,7.148,1,0,0,0,25,355,0,0.04,0
lethal_risky_corridor-sarsa-s12-b5bf07783c06,sarsa,12,lethal,0.984,greedy,7.2632,1,0,0,0,25,307,0,0,0
lethal_risky_corridor-sarsa-s12-c0fc1152d482,sarsa,12,lethal,0.989,behavior,7.148,1,0,0,0,25,355,0,0.04,0
lethal_risky_corridor-sarsa-s12-c0fc1152d482,sarsa,12,lethal,0.989,greedy,7.2608,1,0,0,0,25,308,0,0,0
lethal_risky_corridor-sarsa-s12-d2f81139fee2,sarsa,12,lethal,0.996,behavior,7.1624,1,0,0,0,25,349,0,0.04,0
lethal_risky_corridor-sarsa-s12-d2f81139fee2,sarsa,12,lethal,0.996,greedy,7.2776,1,0,0,0,25,301,0,0,0
lethal_risky_corridor-sarsa-s12-df0f75548dec,sarsa,12,lethal,0.988,behavior,7.1504,1,0,0,0,25,354,0,0.04,0
lethal_risky_corridor-sarsa-s12-df0f75548dec,sarsa,12,lethal,0.988,greedy,7.2632,1,0,0,0,25,307,0,0,0
lethal_risky_corridor-sarsa-s12-edfe6c34e1fb,sarsa,12,lethal,0.97,behavior,7.1168,1,0,0,0,25,368,0,0.04,0
lethal_risky_corridor-sarsa-s12-edfe6c34e1fb,sarsa,12,lethal,0.97,greedy,7.244,1,0,0,0,25,315,0,0,0
lethal_risky_corridor-sarsa-s13-13c7eab2db5a,sarsa,13,lethal,0.984,behavior,7.184,1,0,0,0,25,340,0,0,0
lethal_risky_corridor-sarsa-s13-13c7eab2db5a,sarsa,13,lethal,0.984,greedy,7.2656,1,0,0,0,25,306,0,0,0
lethal_risky_corridor-sarsa-s13-43ffb84e3926,sarsa,13,lethal,0.988,behavior,7.1816,1,0,0,0,25,341,0,0,0
lethal_risky_corridor-sarsa-s13-43ffb84e3926,sarsa,13,lethal,0.988,greedy,7.2704,1,0,0,0,25,304,0,0.04,0
lethal_risky_corridor-sarsa-s13-516ae05ad236,sarsa,13,lethal,0.97,behavior,7.1672,1,0,0,0,25,347,0,0,0
lethal_risky_corridor-sarsa-s13-516ae05ad236,sarsa,13,lethal,0.97,greedy,7.2584,1,0,0,0,25,309,0,0,0
lethal_risky_corridor-sarsa-s13-6cdcab4fa19a,sarsa,13,lethal,0.989,behavior,7.184,1,0,0,0,25,340,0,0,0
lethal_risky_corridor-sarsa-s13-6cdcab4fa19a,sarsa,13,lethal,0.989,greedy,7.2728,1,0,0,0,25,303,0,0.04,0
lethal_risky_corridor-sarsa-s13-70f665db9ca4,sarsa,13,lethal,0.992,behavior,7.1816,1,0,0,0,25,341,0,0,0
lethal_risky_corridor-sarsa-s13-70f665db9ca4,sarsa,13,lethal,0.992,greedy,7.2728,1,0,0,0,25,303,0,0.04,0
lethal_risky_corridor-sarsa-s13-7a653fe40d8c,sarsa,13,lethal,0.99,behavior,7.184,1,0,0,0,25,340,0,0,0
lethal_risky_corridor-sarsa-s13-7a653fe40d8c,sarsa,13,lethal,0.99,greedy,7.2728,1,0,0,0,25,303,0,0.04,0
lethal_risky_corridor-sarsa-s13-8e577f0a0796,sarsa,13,lethal,0.9895,behavior,7.184,1,0,0,0,25,340,0,0,0
lethal_risky_corridor-sarsa-s13-8e577f0a0796,sarsa,13,lethal,0.9895,greedy,7.2728,1,0,0,0,25,303,0,0.04,0
lethal_risky_corridor-sarsa-s13-92f03c89d946,sarsa,13,lethal,0.986,behavior,7.1864,1,0,0,0,25,339,0,0,0
lethal_risky_corridor-sarsa-s13-92f03c89d946,sarsa,13,lethal,0.986,greedy,7.268,1,0,0,0,25,305,0,0,0
lethal_risky_corridor-sarsa-s13-aa746a671ac2,sarsa,13,lethal,0.994,behavior,7.1816,1,0,0,0,25,341,0,0.04,0
lethal_risky_corridor-sarsa-s13-aa746a671ac2,sarsa,13,lethal,0.994,greedy,7.2776,1,0,0,0,25,301,0,0,0
lethal_risky_corridor-sarsa-s13-d1f579179daf,sarsa,13,lethal,0.998,behavior,6.5728,0.96,0.04,0,0,25,328,1,0.04,3.0487804878
lethal_risky_corridor-sarsa-s13-d1f579179daf,sarsa,13,lethal,0.998,greedy,7.28,1,0,0,0,25,300,0,0,0
lethal_risky_corridor-sarsa-s13-d546127b6c72,sarsa,13,lethal,0.98,behavior,7.184,1,0,0,0,25,340,0,0,0
lethal_risky_corridor-sarsa-s13-d546127b6c72,sarsa,13,lethal,0.98,greedy,7.2656,1,0,0,0,25,306,0,0,0
lethal_risky_corridor-sarsa-s13-d9a090aa52e4,sarsa,13,lethal,0.991,behavior,7.1816,1,0,0,0,25,341,0,0,0
lethal_risky_corridor-sarsa-s13-d9a090aa52e4,sarsa,13,lethal,0.991,greedy,7.2728,1,0,0,0,25,303,0,0.04,0
lethal_risky_corridor-sarsa-s13-e5320774f531,sarsa,13,lethal,0.996,behavior,7.1864,1,0,0,0,25,339,0,0.04,0
lethal_risky_corridor-sarsa-s13-e5320774f531,sarsa,13,lethal,0.996,greedy,7.28,1,0,0,0,25,300,0,0,0
lethal_risky_corridor-sarsa-s13-f57cf7b131d1,sarsa,13,lethal,1,behavior,7.1888,1,0,0,0,25,338,0,0.04,0
lethal_risky_corridor-sarsa-s13-f57cf7b131d1,sarsa,13,lethal,1,greedy,7.28,1,0,0,0,25,300,0,0,0
lethal_risky_corridor-sarsa-s14-1a2f83741126,sarsa,14,lethal,0.992,behavior,7.1888,1,0,0,0,25,338,0,0,0
lethal_risky_corridor-sarsa-s14-1a2f83741126,sarsa,14,lethal,0.992,greedy,7.2752,1,0,0,0,25,302,0,0,0
lethal_risky_corridor-sarsa-s14-25a4a394d41e,sarsa,14,lethal,0.994,behavior,7.1936,1,0,0,0,25,336,0,0,0
lethal_risky_corridor-sarsa-s14-25a4a394d41e,sarsa,14,lethal,0.994,greedy,7.28,1,0,0,0,25,300,0,0,0
lethal_risky_corridor-sarsa-s14-2f9564edbbed,sarsa,14,lethal,0.989,behavior,7.1864,1,0,0,0,25,339,0,0,0
lethal_risky_corridor-sarsa-s14-2f9564edbbed,sarsa,14,lethal,0.989,greedy,7.2728,1,0,0,0,25,303,0,0,0
lethal_risky_corridor-sarsa-s14-356e95bb0b7e,sarsa,14,lethal,0.984,behavior,7.1864,1,0,0,0,25,339,0,0,0
lethal_risky_corridor-sarsa-s14-356e95bb0b7e,sarsa,14,lethal,0.984,greedy,7.2752,1,0,0,0,25,302,0,0,0
lethal_risky_corridor-sarsa-s14-508cf9787101,sarsa,14,lethal,0.98,behavior,7.1816,1,0,0,0,25,341,0,0,0
lethal_risky_corridor-sarsa-s14-508cf9787101,sarsa,14,lethal,0.98,greedy,7.2704,1,0,0,0,25,304,0,0,0
lethal_risky_corridor-sarsa-s14-5901e5439033,sarsa,14,lethal,0.988,behavior,7.1864,1,0,0,0,25,339,0,0,0
lethal_risky_corridor-sarsa-s14-5901e5439033,sarsa,14,lethal,0.988,greedy,7.2728,1,0,0,0,25,303,0,0,0
lethal_risky_corridor-sarsa-s14-70c07b43f913,sarsa,14,lethal,0.99,behavior,7.1864,1,0,0,0,25,339,0,0,0
lethal_risky_corridor-sarsa-s14-70c07b43f913,sarsa,14,lethal,0.99,greedy,7.2728,1,0,0,0,25,303,0,0,0
lethal_risky_corridor-sarsa-s14-791852b76238,sarsa,14,lethal,0.986,behavior,7.1864,1,0,0,0,25,339,0,0,0
lethal_risky_corridor-sarsa-s14-791852b76238,sarsa,14,lethal,0.986,greedy,7.2728,1,0,0,0,25,303,0,0,0
lethal_risky_corridor-sarsa-s14-80425ec64f6c,sarsa,14,lethal,0.97,behavior,7.172,1,0,0,0,25,345,0,0,0
lethal_risky_corridor-sarsa-s14-80425ec64f6c,sarsa,14,lethal,0.97,greedy,7.2584,1,0,0,0,25,309,0,0,0
lethal_risky_corridor-sarsa-s14-a3b1ad08ce42,sarsa,14,lethal,0.998,behavior,7.1936,1,0,0,0,25,336,0,0,0
lethal_risky_corridor-sarsa-s14-a3b1ad08ce42,sarsa,14,lethal,0.998,greedy,7.28,1,0,0,0,25,300,0,0,0
lethal_risky_corridor-sarsa-s14-aca4d6dc2560,sarsa,14,lethal,1,behavior,7.1936,1,0,0,0,25,336,0,0,0
lethal_risky_corridor-sarsa-s14-aca4d6dc2560,sarsa,14,lethal,1,greedy,7.28,1,0,0,0,25,300,0,0,0
lethal_risky_corridor-sarsa-s14-cb709fc5411f,sarsa,14,lethal,0.991,behavior,7.1864,1,0,0,0,25,339,0,0,0
lethal_risky_corridor-sarsa-s14-cb709fc5411f,sarsa,14,lethal,0.991,greedy,7.2728,1,0,0,0,25,303,0,0,0
lethal_risky_corridor-sarsa-s14-d4d0cb36edec,sarsa,14,lethal,0.996,behavior,7.1936,1,0,0,0,25,336,0,0,0
lethal_risky_corridor-sarsa-s14-d4d0cb36edec,sarsa,14,lethal,0.996,greedy,7.28,1,0,0,0,25,300,0,0,0
lethal_risky_corridor-sarsa-s14-fe8a9ee99f92,sarsa,14,lethal,0.9895,behavior,7.1864,1,0,0,0,25,339,0,0,0
lethal_risky_corridor-sarsa-s14-fe8a9ee99f92,sarsa,14,lethal,0.9895,greedy,7.2728,1,0,0,0,25,303,0,0,0
lethal_risky_corridor-sarsa-s15-1200d9e2523e,sarsa,15,lethal,0.989,behavior,7.1744,1,0,0,0,25,344,0,0,0
lethal_risky_corridor-sarsa-s15-1200d9e2523e,sarsa,15,lethal,0.989,greedy,7.2632,1,0,0,0,25,307,0,0,0
lethal_risky_corridor-sarsa-s15-2d981d8c9324,sarsa,15,lethal,0.988,behavior,7.1744,1,0,0,0,25,344,0,0,0
lethal_risky_corridor-sarsa-s15-2d981d8c9324,sarsa,15,lethal,0.988,greedy,7.2632,1,0,0,0,25,307,0,0,0
lethal_risky_corridor-sarsa-s15-54655ad3deb0,sarsa,15,lethal,0.991,behavior,7.1744,1,0,0,0,25,344,0,0.04,0
lethal_risky_corridor-sarsa-s15-54655ad3deb0,sarsa,15,lethal,0.991,greedy,7.2632,1,0,0,0,25,307,0,0.04,0
lethal_risky_corridor-sarsa-s15-5d66b5eec0f9,sarsa,15,lethal,0.98,behavior,7.1576,1,0,0,0,25,351,0,0,0
lethal_risky_corridor-sarsa-s15-5d66b5eec0f9,sarsa,15,lethal,0.98,greedy,7.244,1,0,0,0,25,315,0,0,0
lethal_risky_corridor-sarsa-s15-8f12dd526c11,sarsa,15,lethal,0.992,behavior,7.1744,1,0,0,0,25,344,0,0.04,0
lethal_risky_corridor-sarsa-s15-8f12dd526c11,sarsa,15,lethal,0.992,greedy,7.2632,1,0,0,0,25,307,0,0.04,0
lethal_risky_corridor-sarsa-s15-9b7ad9b116e0,sarsa,15,lethal,0.9895,behavior,7.1744,1,0,0,0,25,344,0,0.04,0
lethal_risky_corridor-sarsa-s15-9b7ad9b116e0,sarsa,15,lethal,0.9895,greedy,7.2632,1,0,0,0,25,307,0,0.04,0
lethal_risky_corridor-sarsa-s15-ba9749d81bdc,sarsa,15,lethal,0.97,behavior,7.1504,1,0,0,0,25,354,0,0,0
lethal_risky_corridor-sarsa-s15-ba9749d81bdc,sarsa,15,lethal,0.97,greedy,7.2392,1,0,0,0,25,317,0,0,0
lethal_risky_corridor-sarsa-s15-d02c8649958c,sarsa,15,lethal,0.996,behavior,7.1888,1,0,0,0,25,338,0,0,0
lethal_risky_corridor-sarsa-s15-d02c8649958c,sarsa,15,lethal,0.996,greedy,7.2728,1,0,0,0,25,303,0,0,0
lethal_risky_corridor-sarsa-s15-d48f0e4a844e,sarsa,15,lethal,0.986,behavior,7.1696,1,0,0,0,25,346,0,0,0
lethal_risky_corridor-sarsa-s15-d48f0e4a844e,sarsa,15,lethal,0.986,greedy,7.256,1,0,0,0,25,310,0,0,0
lethal_risky_corridor-sarsa-s15-e2fdbdf885b8,sarsa,15,lethal,0.998,behavior,7.2008,1,0,0,0,25,333,0,0,0
lethal_risky_corridor-sarsa-s15-e2fdbdf885b8,sarsa,15,lethal,0.998,greedy,7.2752,1,0,0,0,25,302,0,0,0
lethal_risky_corridor-sarsa-s15-e35b664a537f,sarsa,15,lethal,0.99,behavior,7.1744,1,0,0,0,25,344,0,0.04,0
lethal_risky_corridor-sarsa-s15-e35b664a537f,sarsa,15,lethal,0.99,greedy,7.2632,1,0,0,0,25,307,0,0.04,0
lethal_risky_corridor-sarsa-s15-ea2aa7feb0ac,sarsa,15,lethal,0.984,behavior,7.1696,1,0,0,0,25,346,0,0,0
lethal_risky_corridor-sarsa-s15-ea2aa7feb0ac,sarsa,15,lethal,0.984,greedy,7.256,1,0,0,0,25,310,0,0,0
lethal_risky_corridor-sarsa-s15-eeb54422f5c7,sarsa,15,lethal,1,behavior,7.2008,1,0,0,0,25,333,0,0,0
lethal_risky_corridor-sarsa-s15-eeb54422f5c7,sarsa,15,lethal,1,greedy,7.28,1,0,0,0,25,300,0,0,0
lethal_risky_corridor-sarsa-s15-fe5ae1cacce1,sarsa,15,lethal,0.994,behavior,7.1816,1,0,0,0,25,341,0,0.04,0
lethal_risky_corridor-sarsa-s15-fe5ae1cacce1,sarsa,15,lethal,0.994,greedy,7.2656,1,0,0,0,25,306,0,0.04,0
lethal_risky_corridor-sarsa-s16-2549537a080c,sarsa,16,lethal,0.988,behavior,7.1888,1,0,0,0,25,338,0,0.04,0
lethal_risky_corridor-sarsa-s16-2549537a080c,sarsa,16,lethal,0.988,greedy,7.2728,1,0,0,0,25,303,0,0,0
lethal_risky_corridor-sarsa-s16-2bb0ac9b383f,sarsa,16,lethal,0.989,behavior,7.1936,1,0,0,0,25,336,0,0.04,0
lethal_risky_corridor-sarsa-s16-2bb0ac9b383f,sarsa,16,lethal,0.989,greedy,7.2728,1,0,0,0,25,303,0,0,0
lethal_risky_corridor-sarsa-s16-4196360e9a24,sarsa,16,lethal,0.996,behavior,7.196,1,0,0,0,25,335,0,0.04,0
lethal_risky_corridor-sarsa-s16-4196360e9a24,sarsa,16,lethal,0.996,greedy,7.2728,1,0,0,0,25,303,0,0,0
lethal_risky_corridor-sarsa-s16-4a450c74a08d,sarsa,16,lethal,0.97,behavior,7.1912,1,0,0,0,25,337,0,0.04,0
lethal_risky_corridor-sarsa-s16-4a450c74a08d,sarsa,16,lethal,0.97,greedy,7.2704,1,0,0,0,25,304,0,0,0
lethal_risky_corridor-sarsa-s16-8864e65872cb,sarsa,16,lethal,1,behavior,7.2032,1,0,0,0,25,332,0,0.04,0
lethal_risky_corridor-sarsa-s16-8864e65872cb,sarsa,16,lethal,1,greedy,7.28,1,0,0,0,25,300,0,0,0
lethal_risky_corridor-sarsa-s16-918605eca142,sarsa,16,lethal,0.984,behavior,7.1936,1,0,0,0,25,336,0,0.04,0
lethal_risky_corridor-sarsa-s16-918605eca142,sarsa,16,lethal,0.984,greedy,7.2728,1,0,0,0,25,303,0,0,0
lethal_risky_corridor-sarsa-s16-9e2c6e20cc92,sarsa,16,lethal,0.986,behavior,7.1936,1,0,0,0,25,336,0,0.04,0
lethal_risky_corridor-sarsa-s16-9e2c6e20cc92,sarsa,16,lethal,0.986,greedy,7.2728,1,0,0,0,25,303,0,0,0
lethal_risky_corridor-sarsa-s16-a7f5f74e085f,sarsa,16,lethal,0.992,behavior,7.196,1,0,0,0,25,335,0,0.04,0
lethal_risky_corridor-sarsa-s16-a7f5f74e085f,sarsa,16,lethal,0.992,greedy,7.2752,1,0,0,0,25,302,0,0,0
lethal_risky_corridor-sarsa-s16-a8626b2b8409,sarsa,16,lethal,0.9895,behavior,7.196,1,0,0,0,25,335,0,0.04,0
lethal_risky_corridor-sarsa-s16-a8626b2b8409,sarsa,16,lethal,0.9895,greedy,7.2752,1,0,0,0,25,302,0,0,0
lethal_risky_corridor-sarsa-s16-c5707033865b,sarsa,16,lethal,0.994,behavior,7.196,1,0,0,0,25,335,0,0.04,0
lethal_risky_corridor-sarsa-s16-c5707033865b,sarsa,16,lethal,0.994,greedy,7.2752,1,0,0,0,25,302,0,0,0
lethal_risky_corridor-sarsa-s16-d0cfbd96b71f,sarsa,16,lethal,0.991,behavior,7.196,1,0,0,0,25,335,0,0.04,0
lethal_risky_corridor-sarsa-s16-d0cfbd96b71f,sarsa,16,lethal,0.991,greedy,7.2752,1,0,0,0,25,302,0,0,0
lethal_risky_corridor-sarsa-s16-d8fd04072364,sarsa,16,lethal,0.99,behavior,7.196,1,0,0,0,25,335,0,0.04,0
lethal_risky_corridor-sarsa-s16-d8fd04072364,sarsa,16,lethal,0.99,greedy,7.2752,1,0,0,0,25,302,0,0,0
lethal_risky_corridor-sarsa-s16-db76374a409c,sarsa,16,lethal,0.998,behavior,7.2008,1,0,0,0,25,333,0,0.04,0
lethal_risky_corridor-sarsa-s16-db76374a409c,sarsa,16,lethal,0.998,greedy,7.2776,1,0,0,0,25,301,0,0,0
lethal_risky_corridor-sarsa-s16-fd6585fb26bf,sarsa,16,lethal,0.98,behavior,7.1912,1,0,0,0,25,337,0,0.04,0
lethal_risky_corridor-sarsa-s16-fd6585fb26bf,sarsa,16,lethal,0.98,greedy,7.2704,1,0,0,0,25,304,0,0,0
lethal_risky_corridor-sarsa-s17-03398f6fd2b5,sarsa,17,lethal,0.9895,behavior,7.196,1,0,0,0,25,335,0,0,0
lethal_risky_corridor-sarsa-s17-03398f6fd2b5,sarsa,17,lethal,0.9895,greedy,7.2752,1,0,0,0,25,302,0,0,0
lethal_risky_corridor-sarsa-s17-04df31609ebc,sarsa,17,lethal,0.97,behavior,7.1864,1,0,0,0,25,339,0,0,0
lethal_risky_corridor-sarsa-s17-04df31609ebc,sarsa,17,lethal,0.97,greedy,7.268,1,0,0,0,25,305,0,0,0
lethal_risky_corridor-sarsa-s17-05bbbd4924eb,sarsa,17,lethal,0.996,behavior,7.1984,1,0,0,0,25,334,0,0,0
lethal_risky_corridor-sarsa-s17-05bbbd4924eb,sarsa,17,lethal,0.996,greedy,7.28,1,0,0,0,25,300,0,0,0
lethal_risky_corridor-sarsa-s17-32797acd8fc8,sarsa,17,lethal,0.989,behavior,7.196,1,0,0,0,25,335,0,0,0
lethal_risky_corridor-sarsa-s17-32797acd8fc8,sarsa,17,lethal,0.989,greedy,7.2752,1,0,0,0,25,302,0,0,0
lethal_risky_corridor-sarsa-s17-3a1adea85ffb,sarsa,17,lethal,0.994,behavior,7.1984,1,0,0,0,25,334,0,0,0
lethal_risky_corridor-sarsa-s17-3a1adea85ffb,sarsa,17,lethal,0.994,greedy,7.28,1,0,0,0,25,300,0,0,0
lethal_risky_corridor-sarsa-s17-40c7b31c73f1,sarsa,17,lethal,0.984,behavior,7.1912,1,0,0,0,25,337,0,0,0
lethal_risky_corridor-sarsa-s17-40c7b31c73f1,sarsa,17,lethal,0.984,greedy,7.2728,1,0,0,0,25,303,0,0,0
lethal_risky_corridor-sarsa-s17-4eb5b86848d3,sarsa,17,lethal,0.992,behavior,7.196,1,0,0,0,25,335,0,0,0
lethal_risky_corridor-sarsa-s17-4eb5b86848d3,sarsa,17,lethal,0.992,greedy,7.2752,1,0,0,0,25,302,0,0,0
lethal_risky_corridor-sarsa-s17-5f6111054f17,sarsa,17,lethal,0.998,behavior,7.1984,1,0,0,0,25,334,0,0,0
lethal_risky_corridor-sarsa-s17-5f6111054f17,sarsa,17,lethal,0.998,greedy,7.28,1,0,0,0,25,300,0,0,0
lethal_risky_corridor-sarsa-s17-9582b0293af4,sarsa,17,lethal,0.98,behavior,7.1864,1,0,0,0,25,339,0,0,0
lethal_risky_corridor-sarsa-s17-9582b0293af4,sarsa,17,lethal,0.98,greedy,7.268,1,0,0,0,25,305,0,0,0
lethal_risky_corridor-sarsa-s17-9a6417ff3512,sarsa,17,lethal,0.986,behavior,7.1912,1,0,0,0,25,337,0,0,0
lethal_risky_corridor-sarsa-s17-9a6417ff3512,sarsa,17,lethal,0.986,greedy,7.2728,1,0,0,0,25,303,0,0,0
lethal_risky_corridor-sarsa-s17-b7554b82dd13,sarsa,17,lethal,1,behavior,7.1984,1,0,0,0,25,334,0,0,0
lethal_risky_corridor-sarsa-s17-b7554b82dd13,sarsa,17,lethal,1,greedy,7.28,1,0,0,0,25,300,0,0,0
lethal_risky_corridor-sarsa-s17-d8269c0b9a3e,sarsa,17,lethal,0.991,behavior,7.196,1,0,0,0,25,335,0,0,0
lethal_risky_corridor-sarsa-s17-d8269c0b9a3e,sarsa,17,lethal,0.991,greedy,7.2752,1,0,0,0,25,302,0,0,0
lethal_risky_corridor-sarsa-s17-eec14d439cd9,sarsa,17,lethal,0.99,behavior,7.196,1,0,0,0,25,335,0,0,0
lethal_risky_corridor-sarsa-s17-eec14d439cd9,sarsa,17,lethal,0.99,greedy,7.2752,1,0,0,0,25,302,0,0,0
lethal_risky_corridor-sarsa-s17-f923487c04f6,sarsa,17,lethal,0.988,behavior,7.196,1,0,0,0,25,335,0,0,0
lethal_risky_corridor-sarsa-s17-f923487c04f6,sarsa,17,lethal,0.988,greedy,7.2752,1,0,0,0,25,302,0,0,0
lethal_risky_corridor-sarsa-s18-0030ca14f293,sarsa,18,lethal,0.988,behavior,7.2008,1,0,0,0,25,333,0,0.04,0
lethal_risky_corridor-sarsa-s18-0030ca14f293,sarsa,18,lethal,0.988,greedy,7.2632,1,0,0,0,25,307,0,0.04,0
lethal_risky_corridor-sarsa-s18-2733a5267916,sarsa,18,lethal,0.98,behavior,7.2032,1,0,0,0,25,332,0,0.04,0
lethal_risky_corridor-sarsa-s18-2733a5267916,sarsa,18,lethal,0.98,greedy,7.2536,1,0,0,0,25,311,0,0.04,0
lethal_risky_corridor-sarsa-s18-2cafbc030a02,sarsa,18,lethal,1,behavior,7.2152,1,0,0,0,25,327,0,0,0
lethal_risky_corridor-sarsa-s18-2cafbc030a02,sarsa,18,lethal,1,greedy,7.28,1,0,0,0,25,300,0,0,0
lethal_risky_corridor-sarsa-s18-6c30ed1674ca,sarsa,18,lethal,0.994,behavior,7.2056,1,0,0,0,25,331,0,0,0
lethal_risky_corridor-sarsa-s18-6c30ed1674ca,sarsa,18,lethal,0.994,greedy,7.2704,1,0,0,0,25,304,0,0,0
lethal_risky_corridor-sarsa-s18-6c46ccb42745,sarsa,18,lethal,0.986,behavior,7.2032,1,0,0,0,25,332,0,0.04,0
lethal_risky_corridor-sarsa-s18-6c46ccb42745,sarsa,18,lethal,0.986,greedy,7.2536,1,0,0,0,25,311,0,0.04,0
lethal_risky_corridor-sarsa-s18-8db4d4b36e1b,sarsa,18,lethal,0.984,behavior,7.2032,1,0,0,0,25,332,0,0.04,0
lethal_risky_corridor-sarsa-s18-8db4d4b36e1b,sarsa,18,lethal,0.984,greedy,7.2536,1,0,0,0,25,311,0,0.04,0
lethal_risky_corridor-sarsa-s18-8fe03974ac5c,sarsa,18,lethal,0.97,behavior,7.196,1,0,0,0,25,335,0,0,0
lethal_risky_corridor-sarsa-s18-8fe03974ac5c,sarsa,18,lethal,0.97,greedy,7.2512,1,0,0,0,25,312,0,0,0
lethal_risky_corridor-sarsa-s18-97175e6250eb,sarsa,18,lethal,0.998,behavior,7.2128,1,0,0,0,25,328,0,0,0
lethal_risky_corridor-sarsa-s18-97175e6250eb,sarsa,18,lethal,0.998,greedy,7.2776,1,0,0,0,25,301,0,0,0
lethal_risky_corridor-sarsa-s18-9beaaa3499bb,sarsa,18,lethal,0.9895,behavior,7.2032,1,0,0,0,25,332,0,0,0
lethal_risky_corridor-sarsa-s18-9beaaa3499bb,sarsa,18,lethal,0.9895,greedy,7.268,1,0,0,0,25,305,0,0,0
lethal_risky_corridor-sarsa-s18-b342bd392bbb,sarsa,18,lethal,0.989,behavior,7.2032,1,0,0,0,25,332,0,0,0
lethal_risky_corridor-sarsa-s18-b342bd392bbb,sarsa,18,lethal,0.989,greedy,7.268,1,0,0,0,25,305,0,0,0
lethal_risky_corridor-sarsa-s18-b4ac7b931d55,sarsa,18,lethal,0.996,behavior,7.1984,1,0,0,0,25,334,0,0.04,0
lethal_risky_corridor-sarsa-s18-b4ac7b931d55,sarsa,18,lethal,0.996,greedy,7.2656,1,0,0,0,25,306,0,0.04,0
lethal_risky_corridor-sarsa-s18-bdc44daf37b6,sarsa,18,lethal,0.99,behavior,7.2032,1,0,0,0,25,332,0,0,0
lethal_risky_corridor-sarsa-s18-bdc44daf37b6,sarsa,18,lethal,0.99,greedy,7.268,1,0,0,0,25,305,0,0,0
lethal_risky_corridor-sarsa-s18-d15cd054977a,sarsa,18,lethal,0.991,behavior,7.2032,1,0,0,0,25,332,0,0,0
lethal_risky_corridor-sarsa-s18-d15cd054977a,sarsa,18,lethal,0.991,greedy,7.268,1,0,0,0,25,305,0,0,0
lethal_risky_corridor-sarsa-s18-e86e45c5393c,sarsa,18,lethal,0.992,behavior,7.2032,1,0,0,0,25,332,0,0,0
lethal_risky_corridor-sarsa-s18-e86e45c5393c,sarsa,18,lethal,0.992,greedy,7.268,1,0,0,0,25,305,0,0,0
lethal_risky_corridor-sarsa-s19-3e85b0f83a9f,sarsa,19,lethal,0.994,behavior,7.2032,1,0,0,0,25,332,0,0,0
lethal_risky_corridor-sarsa-s19-3e85b0f83a9f,sarsa,19,lethal,0.994,greedy,7.2752,1,0,0,0,25,302,0,0,0
lethal_risky_corridor-sarsa-s19-43242fed893a,sarsa,19,lethal,0.989,behavior,7.1984,1,0,0,0,25,334,0,0,0
lethal_risky_corridor-sarsa-s19-43242fed893a,sarsa,19,lethal,0.989,greedy,7.2704,1,0,0,0,25,304,0,0,0
lethal_risky_corridor-sarsa-s19-4e30e95e60fd,sarsa,19,lethal,0.9895,behavior,7.1984,1,0,0,0,25,334,0,0,0
